code,code_generated,name,owner,category,status,acq_date,cost,accum,book_value,remaining_life,method
AS-the tenant-0116,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0117,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0118,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0119,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0120,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0121,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0122,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0123,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0124,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0125,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0126,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0127,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0128,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0129,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0130,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0131,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0132,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0133,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0134,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0135,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0136,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0137,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0138,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0139,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0140,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0141,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
